pin,slack
LED_ctrl_0/un2_counter_s_1_40:P,1996878
LED_ctrl_0/un2_counter_s_1_40:UB,
FCCC_0/CCC_INST/IP_INTERFACE_7:A,
FCCC_0/CCC_INST/IP_INTERFACE_7:B,
FCCC_0/CCC_INST/IP_INTERFACE_7:C,
FCCC_0/CCC_INST/IP_INTERFACE_7:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_7:IPC,
LED_ctrl_0/un2_counter_1_cry_13:A,
LED_ctrl_0/un2_counter_1_cry_13:B,
LED_ctrl_0/un2_counter_1_cry_13:C,
LED_ctrl_0/un2_counter_1_cry_13:CC,
LED_ctrl_0/un2_counter_1_cry_13:D,
LED_ctrl_0/un2_counter_1_cry_13:P,
LED_ctrl_0/un2_counter_1_cry_13:UB,
OSC_0/I_RCOSC_25_50MHZ/U0:CLKOUT,
LED_ctrl_0/counter[1]:ADn,
LED_ctrl_0/counter[1]:ALn,
LED_ctrl_0/counter[1]:CLK,1996834
LED_ctrl_0/counter[1]:D,1997482
LED_ctrl_0/counter[1]:EN,
LED_ctrl_0/counter[1]:LAT,
LED_ctrl_0/counter[1]:Q,1996834
LED_ctrl_0/counter[1]:SD,
LED_ctrl_0/counter[1]:SLn,
LED_obuf[0]/U0/U_IOPAD:D,
LED_obuf[0]/U0/U_IOPAD:E,
LED_obuf[0]/U0/U_IOPAD:PAD,
LED_ctrl_0/un2_counter_cry_6:A,
LED_ctrl_0/un2_counter_cry_6:B,1997047
LED_ctrl_0/un2_counter_cry_6:C,
LED_ctrl_0/un2_counter_cry_6:CC,1996995
LED_ctrl_0/un2_counter_cry_6:D,
LED_ctrl_0/un2_counter_cry_6:P,1997047
LED_ctrl_0/un2_counter_cry_6:S,1996995
LED_ctrl_0/un2_counter_cry_6:UB,
LED_ctrl_0/counter_RNO[0]:A,1997909
LED_ctrl_0/counter_RNO[0]:Y,1997909
LED_ctrl_0/counter[8]:ADn,
LED_ctrl_0/counter[8]:ALn,
LED_ctrl_0/counter[8]:CLK,1997124
LED_ctrl_0/counter[8]:D,1996865
LED_ctrl_0/counter[8]:EN,
LED_ctrl_0/counter[8]:LAT,
LED_ctrl_0/counter[8]:Q,1997124
LED_ctrl_0/counter[8]:SD,
LED_ctrl_0/counter[8]:SLn,
LED_ctrl_0/un2_counter_1_cry_4:A,
LED_ctrl_0/un2_counter_1_cry_4:B,
LED_ctrl_0/un2_counter_1_cry_4:C,
LED_ctrl_0/un2_counter_1_cry_4:CC,
LED_ctrl_0/un2_counter_1_cry_4:D,
LED_ctrl_0/un2_counter_1_cry_4:P,
LED_ctrl_0/un2_counter_1_cry_4:UB,
FCCC_0/CCC_INST/IP_INTERFACE_2:A,
FCCC_0/CCC_INST/IP_INTERFACE_2:B,
FCCC_0/CCC_INST/IP_INTERFACE_2:C,
FCCC_0/CCC_INST/IP_INTERFACE_2:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_2:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_2:IPC,
LED_ctrl_0/un2_counter_cry_7:A,
LED_ctrl_0/un2_counter_cry_7:B,1997096
LED_ctrl_0/un2_counter_cry_7:C,
LED_ctrl_0/un2_counter_cry_7:CC,1996925
LED_ctrl_0/un2_counter_cry_7:D,
LED_ctrl_0/un2_counter_cry_7:P,1997096
LED_ctrl_0/un2_counter_cry_7:S,1996925
LED_ctrl_0/un2_counter_cry_7:UB,
LED_ctrl_0/counter[2]:ADn,
LED_ctrl_0/counter[2]:ALn,
LED_ctrl_0/counter[2]:CLK,1997017
LED_ctrl_0/counter[2]:D,1997743
LED_ctrl_0/counter[2]:EN,
LED_ctrl_0/counter[2]:LAT,
LED_ctrl_0/counter[2]:Q,1997017
LED_ctrl_0/counter[2]:SD,
LED_ctrl_0/counter[2]:SLn,
LED_ctrl_0/un2_counter_s_18:A,
LED_ctrl_0/un2_counter_s_18:B,1997737
LED_ctrl_0/un2_counter_s_18:C,
LED_ctrl_0/un2_counter_s_18:CC,1996855
LED_ctrl_0/un2_counter_s_18:D,
LED_ctrl_0/un2_counter_s_18:P,
LED_ctrl_0/un2_counter_s_18:S,1996855
LED_ctrl_0/un2_counter_s_18:UB,
AND2_0_RNIKOS1/U0_RGB1:An,
AND2_0_RNIKOS1/U0_RGB1:ENn,
AND2_0_RNIKOS1/U0_RGB1:YL,
LED_ctrl_0/counter[6]:ADn,
LED_ctrl_0/counter[6]:ALn,
LED_ctrl_0/counter[6]:CLK,1997005
LED_ctrl_0/counter[6]:D,1996995
LED_ctrl_0/counter[6]:EN,
LED_ctrl_0/counter[6]:LAT,
LED_ctrl_0/counter[6]:Q,1997005
LED_ctrl_0/counter[6]:SD,
LED_ctrl_0/counter[6]:SLn,
LED_ctrl_0/un2_counter_1_cry_3:A,
LED_ctrl_0/un2_counter_1_cry_3:B,1996993
LED_ctrl_0/un2_counter_1_cry_3:C,
LED_ctrl_0/un2_counter_1_cry_3:CC,
LED_ctrl_0/un2_counter_1_cry_3:D,
LED_ctrl_0/un2_counter_1_cry_3:P,1996993
LED_ctrl_0/un2_counter_1_cry_3:UB,
FCCC_0/CCC_INST/IP_INTERFACE_16:A,
FCCC_0/CCC_INST/IP_INTERFACE_16:B,
FCCC_0/CCC_INST/IP_INTERFACE_16:C,
FCCC_0/CCC_INST/IP_INTERFACE_16:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_16:IPC,
LED_ctrl_0/un2_counter_cry_5:A,
LED_ctrl_0/un2_counter_cry_5:B,1997743
LED_ctrl_0/un2_counter_cry_5:C,
LED_ctrl_0/un2_counter_cry_5:CC,
LED_ctrl_0/un2_counter_cry_5:D,
LED_ctrl_0/un2_counter_cry_5:P,
LED_ctrl_0/un2_counter_cry_5:S,1997743
LED_ctrl_0/un2_counter_cry_5:UB,
FCCC_0/CCC_INST/IP_INTERFACE_3:A,
FCCC_0/CCC_INST/IP_INTERFACE_3:B,
FCCC_0/CCC_INST/IP_INTERFACE_3:C,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPC,
FCCC_0/CCC_INST/IP_INTERFACE_13:A,
FCCC_0/CCC_INST/IP_INTERFACE_13:B,
FCCC_0/CCC_INST/IP_INTERFACE_13:C,
FCCC_0/CCC_INST/IP_INTERFACE_13:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_13:IPC,
LED_ctrl_0/un2_counter_s_1_40_CC_1:CC[0],
LED_ctrl_0/un2_counter_s_1_40_CC_1:CC[1],
LED_ctrl_0/un2_counter_s_1_40_CC_1:CC[2],
LED_ctrl_0/un2_counter_s_1_40_CC_1:CC[3],
LED_ctrl_0/un2_counter_s_1_40_CC_1:CC[4],
LED_ctrl_0/un2_counter_s_1_40_CC_1:CC[5],1996834
LED_ctrl_0/un2_counter_s_1_40_CC_1:CI,1996834
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[0],1997034
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[10],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[11],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[1],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[2],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[3],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[4],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[5],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[6],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[7],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[8],
LED_ctrl_0/un2_counter_s_1_40_CC_1:P[9],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[0],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[10],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[11],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[1],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[2],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[3],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[4],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[5],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[6],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[7],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[8],
LED_ctrl_0/un2_counter_s_1_40_CC_1:UB[9],
LED_ctrl_0/pb_reg1:ADn,
LED_ctrl_0/pb_reg1:ALn,
LED_ctrl_0/pb_reg1:CLK,1998818
LED_ctrl_0/pb_reg1:D,
LED_ctrl_0/pb_reg1:EN,
LED_ctrl_0/pb_reg1:LAT,
LED_ctrl_0/pb_reg1:Q,1998818
LED_ctrl_0/pb_reg1:SD,
LED_ctrl_0/pb_reg1:SLn,
LED_ctrl_0/counter[9]:ADn,
LED_ctrl_0/counter[9]:ALn,
LED_ctrl_0/counter[9]:CLK,1997111
LED_ctrl_0/counter[9]:D,1996958
LED_ctrl_0/counter[9]:EN,
LED_ctrl_0/counter[9]:LAT,
LED_ctrl_0/counter[9]:Q,1997111
LED_ctrl_0/counter[9]:SD,
LED_ctrl_0/counter[9]:SLn,
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:CC[0],1996904
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:CC[1],1996826
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:CC[2],1996768
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:CC[3],1996858
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:CC[4],1996787
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:CC[5],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:CC[6],1996855
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:CI,1996768
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[0],1997084
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[10],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[11],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[1],1997112
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[2],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[3],1997283
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[4],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[5],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[6],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[7],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[8],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:P[9],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[0],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[10],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[11],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[1],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[2],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[3],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[4],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[5],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[6],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[7],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[8],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_1:UB[9],
LED_ctrl_0/sh_lft[0]:ADn,
LED_ctrl_0/sh_lft[0]:ALn,
LED_ctrl_0/sh_lft[0]:CLK,
LED_ctrl_0/sh_lft[0]:D,
LED_ctrl_0/sh_lft[0]:EN,
LED_ctrl_0/sh_lft[0]:LAT,
LED_ctrl_0/sh_lft[0]:Q,
LED_ctrl_0/sh_lft[0]:SD,
LED_ctrl_0/sh_lft[0]:SLn,
LED_ctrl_0/un2_counter_cry_8:A,
LED_ctrl_0/un2_counter_cry_8:B,1997166
LED_ctrl_0/un2_counter_cry_8:C,
LED_ctrl_0/un2_counter_cry_8:CC,1996865
LED_ctrl_0/un2_counter_cry_8:D,
LED_ctrl_0/un2_counter_cry_8:P,1997166
LED_ctrl_0/un2_counter_cry_8:S,1996865
LED_ctrl_0/un2_counter_cry_8:UB,
LED_ctrl_0/un2_counter_1_cry_7:A,
LED_ctrl_0/un2_counter_1_cry_7:B,1997054
LED_ctrl_0/un2_counter_1_cry_7:C,
LED_ctrl_0/un2_counter_1_cry_7:CC,
LED_ctrl_0/un2_counter_1_cry_7:D,
LED_ctrl_0/un2_counter_1_cry_7:P,1997054
LED_ctrl_0/un2_counter_1_cry_7:UB,
LED_ctrl_0/un2_counter_1_cry_5:A,
LED_ctrl_0/un2_counter_1_cry_5:B,
LED_ctrl_0/un2_counter_1_cry_5:C,
LED_ctrl_0/un2_counter_1_cry_5:CC,
LED_ctrl_0/un2_counter_1_cry_5:D,
LED_ctrl_0/un2_counter_1_cry_5:P,
LED_ctrl_0/un2_counter_1_cry_5:UB,
FCCC_0/GL0_INST/U0:An,
FCCC_0/GL0_INST/U0:ENn,
FCCC_0/GL0_INST/U0:YWn,
LED_ctrl_0/counter[11]:ADn,
LED_ctrl_0/counter[11]:ALn,
LED_ctrl_0/counter[11]:CLK,1997743
LED_ctrl_0/counter[11]:D,1996817
LED_ctrl_0/counter[11]:EN,
LED_ctrl_0/counter[11]:LAT,
LED_ctrl_0/counter[11]:Q,1997743
LED_ctrl_0/counter[11]:SD,
LED_ctrl_0/counter[11]:SLn,
FCCC_0/GL0_INST/U0_RGB1:An,
FCCC_0/GL0_INST/U0_RGB1:ENn,
FCCC_0/GL0_INST/U0_RGB1:YL,
LED_ctrl_0/counter[18]:ADn,
LED_ctrl_0/counter[18]:ALn,
LED_ctrl_0/counter[18]:CLK,1997737
LED_ctrl_0/counter[18]:D,1996855
LED_ctrl_0/counter[18]:EN,
LED_ctrl_0/counter[18]:LAT,
LED_ctrl_0/counter[18]:Q,1997737
LED_ctrl_0/counter[18]:SD,
LED_ctrl_0/counter[18]:SLn,
FCCC_0/CCC_INST/IP_INTERFACE_17:A,
FCCC_0/CCC_INST/IP_INTERFACE_17:B,
FCCC_0/CCC_INST/IP_INTERFACE_17:C,
FCCC_0/CCC_INST/IP_INTERFACE_17:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_17:IPC,
LED_ctrl_0/un2_counter_cry_9:A,
LED_ctrl_0/un2_counter_cry_9:B,1997153
LED_ctrl_0/un2_counter_cry_9:C,
LED_ctrl_0/un2_counter_cry_9:CC,1996958
LED_ctrl_0/un2_counter_cry_9:D,
LED_ctrl_0/un2_counter_cry_9:P,1997153
LED_ctrl_0/un2_counter_cry_9:S,1996958
LED_ctrl_0/un2_counter_cry_9:UB,
LED_ctrl_0/counter[3]:ADn,
LED_ctrl_0/counter[3]:ALn,
LED_ctrl_0/counter[3]:CLK,1996993
LED_ctrl_0/counter[3]:D,1997743
LED_ctrl_0/counter[3]:EN,
LED_ctrl_0/counter[3]:LAT,
LED_ctrl_0/counter[3]:Q,1996993
LED_ctrl_0/counter[3]:SD,
LED_ctrl_0/counter[3]:SLn,
LED_ctrl_0/LED[1]:A,
LED_ctrl_0/LED[1]:B,
LED_ctrl_0/LED[1]:C,
LED_ctrl_0/LED[1]:D,
LED_ctrl_0/LED[1]:Y,
LED_ctrl_0/counter_inferred_clock_RNIVA6D[17]/U0:An,
LED_ctrl_0/counter_inferred_clock_RNIVA6D[17]/U0:ENn,
LED_ctrl_0/counter_inferred_clock_RNIVA6D[17]/U0:YWn,
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[0],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[10],1996878
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[11],1996817
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[1],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[2],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[3],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[4],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[5],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[6],1996995
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[7],1996925
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[8],1996865
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CC[9],1996958
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CI,
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:CO,1996768
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[0],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[10],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[11],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[1],1996876
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[2],1997059
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[3],1997035
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[4],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[5],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[6],1997047
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[7],1997096
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[8],1997166
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:P[9],1997153
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[0],1996768
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[10],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[11],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[1],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[2],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[3],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[4],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[5],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[6],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[7],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[8],
LED_ctrl_0/un2_counter_cry_1_FCINST1_CC_0:UB[9],
FCCC_0/CCC_INST/IP_INTERFACE_10:A,
FCCC_0/CCC_INST/IP_INTERFACE_10:B,
FCCC_0/CCC_INST/IP_INTERFACE_10:C,
FCCC_0/CCC_INST/IP_INTERFACE_10:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_10:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_1:A,
FCCC_0/CCC_INST/IP_INTERFACE_1:B,
FCCC_0/CCC_INST/IP_INTERFACE_1:C,
FCCC_0/CCC_INST/IP_INTERFACE_1:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_1:IPB,
LED_ctrl_0/un2_counter_1_cry_8:A,
LED_ctrl_0/un2_counter_1_cry_8:B,1997124
LED_ctrl_0/un2_counter_1_cry_8:C,
LED_ctrl_0/un2_counter_1_cry_8:CC,
LED_ctrl_0/un2_counter_1_cry_8:D,
LED_ctrl_0/un2_counter_1_cry_8:P,1997124
