pin,slack
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MDDR_DQ_6_PAD/U_IOINFF:Y,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_171:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_171:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_171:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_171:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_171:IPB,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_81:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_81:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_81:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_81:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_81:IPB,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_158:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_158:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_158:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_158:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_158:IPB,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_112:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_112:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_112:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_112:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_112:IPB,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_110:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_110:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_110:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_110:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_110:IPB,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_350:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_350:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_350:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_350:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_350:IPB,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:IPA,
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:CC[0],17011
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:CI,17011
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[0],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[10],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[11],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[1],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[2],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[3],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[4],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[5],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[6],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[7],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[8],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:P[9],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[0],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[10],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[11],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[1],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[2],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[3],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[4],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[5],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[6],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[7],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[8],
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_s_142_CC_1:UB[9],
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:IPB,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_221:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_221:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_221:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_221:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_221:IPB,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_112:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_112:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_112:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_112:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_112:IPB,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:IPB,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MDDR_DQS_0_PAD/U_ION:YIN,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_299:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_299:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_299:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_299:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_299:IPB,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[6]:A,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[6]:B,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[6]:C,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[6]:D,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[6]:Y,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_62:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_62:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_62:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_62:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_7:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_7:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_7:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_7:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_7:IPB,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0[11]:A,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0[11]:B,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0[11]:C,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0[11]:Y,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:IPB,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:ADn,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:ALn,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:CLK,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:D,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:EN,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:LAT,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:Q,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:SD,
M2S_MSS_sb_0/CORECONFIGP_0/pwdata[27]:SLn,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:IPB,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:IPB,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:IPB,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MDDR_ADDR_3_PAD/U_IOPAD:D,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MDDR_ADDR_3_PAD/U_IOPAD:E,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MDDR_ADDR_3_PAD/U_IOPAD:PAD,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_189:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_189:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_189:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_189:IPB,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg_RNI59JD[1]:A,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg_RNI59JD[1]:Y,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPB,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_79:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_79:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_79:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_79:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_79:IPB,
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_cry[4]:A,
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_cry[4]:B,17742
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_cry[4]:C,
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_cry[4]:CC,17077
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_cry[4]:D,
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_cry[4]:P,
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_cry[4]:S,17077
M2S_MSS_sb_0/CORERESETP_0/count_sdif0_cry[4]:UB,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_a3_s_0[2]:A,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_a3_s_0[2]:B,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_a3_s_0[2]:C,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_a3_s_0[2]:Y,
APB_S_PCLK_ibuf/U0/U_IOPAD:PAD,
APB_S_PCLK_ibuf/U0/U_IOPAD:Y,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/I2C_0_SDA_PAD/U_IOPAD:D,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/I2C_0_SDA_PAD/U_IOPAD:E,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/I2C_0_SDA_PAD/U_IOPAD:PAD,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/I2C_0_SDA_PAD/U_IOPAD:Y,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_106:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_106:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_106:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_106:IPB,
M2S_MSS_sb_0/CORERESETP_0/count_ddr_cry[10]:A,
M2S_MSS_sb_0/CORERESETP_0/count_ddr_cry[10]:B,17742
M2S_MSS_sb_0/CORERESETP_0/count_ddr_cry[10]:C,
M2S_MSS_sb_0/CORERESETP_0/count_ddr_cry[10]:CC,16971
M2S_MSS_sb_0/CORERESETP_0/count_ddr_cry[10]:D,
M2S_MSS_sb_0/CORERESETP_0/count_ddr_cry[10]:P,
M2S_MSS_sb_0/CORERESETP_0/count_ddr_cry[10]:S,16971
M2S_MSS_sb_0/CORERESETP_0/count_ddr_cry[10]:UB,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[8]:A,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[8]:B,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[8]:C,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[8]:D,
M2S_MSS_sb_0/CORECONFIGP_0/prdata_0_iv_0_0[8]:Y,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_178:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_178:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_178:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_178:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_178:IPB,
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:ADn,
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:ALn,6747
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:CLK,8817
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:D,
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:EN,
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:LAT,
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:Q,8817
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:SD,
M2S_MSS_sb_0/CORERESETP_0/release_sdif0_core_q1:SLn,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_370:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_370:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_370:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_370:IPA,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_370:IPB,
GPIO_1_M2F_obuf/U0/U_IOPAD:D,
GPIO_1_M2F_obuf/U0/U_IOPAD:E,
GPIO_1_M2F_obuf/U0/U_IOPAD:PAD,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_285:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_285:B,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_285:C,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_285:IPA,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_285:IPB,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_45:A,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_45:B,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_45:C,
SERDES_IF2_0/SERDESIF_INST/IP_INTERFACE_45:IPB,
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:ADn,
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:ALn,6747
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:CLK,8817
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:D,
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:EN,
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:LAT,
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:Q,8817
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:SD,
M2S_MSS_sb_0/CORERESETP_0/CONFIG1_DONE_q1:SLn,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:ADn,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:ALn,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:CLK,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:D,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:EN,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:LAT,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:Q,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:SD,
M2S_MSS_sb_0/CORECONFIGP_0/soft_reset_reg[4]:SLn,
GPIO_1_M2F_obuf/U0/U_IOOUTFF:A,
GPIO_1_M2F_obuf/U0/U_IOOUTFF:Y,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MDDR_DQ_3_PAD/U_IOINFF:A,
M2S_MSS_sb_0/M2S_MSS_sb_MSS_0/MDDR_DQ_3_PAD/U_IOINFF:Y,
M2S_MSS_sb_0/CORERESETP_0/count_ddr[13]:ADn,
M2S_MSS_sb_0/CORERESETP_0/count_ddr[13]:ALn,16746
M2S_MSS_sb_0/CORERESETP_0/count_ddr[13]:CLK,16905
M2S_MSS_sb_0/CORERESETP_0/count_ddr[13]:D,16933
